46,"('How to Make an American Quilt (1995)', 'Drama|Romance')"0.73014879749
47,"('Seven (Se7en) (1995)', 'Crime|Thriller')"0.683217809868
48,"('Pocahontas (1995)', "Animation|Children's|Musical|Romance")"0.859864499533
49,"('When Night Is Falling (1995)', 'Drama|Romance')"0.827058514464
50,"('Usual Suspects, The (1995)', 'Crime|Thriller')"0.656250879623
52,"('Mighty Aphrodite (1995)', 'Comedy')"0.872197269631
53,"('Lamerica (1994)', 'Drama')"1.03644047398
54,"('Big Green, The (1995)', "Children's|Comedy")"0.941292097696
55,"('Georgia (1995)', 'Drama')"1.12853974725
56,"('Kids of the Round Table (1995)', "Adventure|Children's|Fantasy")"1.96152345343
57,"('Home for the Holidays (1995)', 'Drama')"0.8648550257
58,"('Postino, Il (The Postman) (1994)', 'Drama|Romance')"0.742014025432
59,"('Confessional, The (Le Confessionnal) (1995)', 'Drama|Mystery')"1.99964887798
60,"('Indian in the Cupboard, The (1995)', "Adventure|Children's|Fantasy")"0.870041857176
61,"('Eye for an Eye (1996)', 'Drama|Thriller')"0.84383684712
62,"("Mr. Holland's Opus (1995)", 'Drama')"0.823095905927
63,"("Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)", 'Comedy')"0.794028692435
64,"('Two if by Sea (1996)', 'Comedy|Romance')"0.81576756114
65,"('Bio-Dome (1996)', 'Comedy')"0.896620677953
66,"('Lawnmower Man 2: Beyond Cyberspace (1996)', 'Sci-Fi|Thriller')"0.765320658629
67,"('Two Bits (1995)', 'Drama')"1.61174430338
68,"('French Twist (Gazon maudit) (1995)', 'Comedy|Romance')"0.79979586151
69,"('Friday (1995)', 'Comedy')"0.907659993639
70,"('From Dusk Till Dawn (1996)', 'Action|Comedy|Crime|Horror|Thriller')"1.00068070478
71,"('Fair Game (1995)', 'Action')"0.900774346387
72,"('Kicking and Screaming (1995)', 'Comedy|Drama')"0.950346214387
73,"('Mis\xc3\x83\xc2\xa9rables, Les (1995)', 'Drama|Musical')"0.793575318991
74,"('Bed of Roses (1996)', 'Drama|Romance')"0.937483419145
75,"('Big Bully (1996)', 'Comedy|Drama')"1.49896595061
76,"('Screamers (1995)', 'Sci-Fi|Thriller')"0.882402247257
77,"('Nico Icon (1995)', 'Documentary')"1.2667398422
78,"('Crossing Guard, The (1995)', 'Drama')"0.891309565487
79,"('Juror, The (1996)', 'Drama|Thriller')"0.918756492632
80,"('White Balloon, The (Badkonake Sefid ) (1995)', 'Drama')"0.606287003807
81,"("Things to Do in Denver when You're Dead (1995)", 'Crime|Drama|Romance')"0.944739103065
82,"("Antonia's Line (Antonia) (1995)", 'Drama')"1.04536508722
83,"('Once Upon a Time... When We Were Colored (1995)', 'Drama')"0.748564521329
84,"('Last Summer in the Hamptons (1995)', 'Comedy|Drama')"1.1237231605
85,"('Angels and Insects (1995)', 'Drama|Romance')"0.869890051528
86,"('White Squall (1996)', 'Adventure|Drama')"0.685001445579
87,"('Dunston Checks In (1996)', "Children's|Comedy")"0.881032929114
88,"('Black Sheep (1996)', 'Comedy')"0.774010407909
89,"('Nick of Time (1995)', 'Action|Thriller')"0.646152507452
90,"('Journey of August King, The (1995)', 'Drama')"0.809107498842
92,"('Mary Reilly (1996)', 'Drama|Thriller')"1.09462894654
93,"('Vampire in Brooklyn (1995)', 'Comedy|Romance')"0.618084795894
94,"('Beautiful Girls (1996)', 'Drama')"0.78031590122
95,"('Broken Arrow (1996)', 'Action|Thriller')"0.80098511478
96,"('In the Bleak Midwinter (1995)', 'Comedy')"1.00531749112
97,"('Hate (Haine, La) (1995)', 'Drama')"1.14761602387
98,"('Shopping (1994)', 'Action|Thriller')"0.770342320108
99,"('Heidi Fleiss: Hollywood Madam (1995)', 'Documentary')"0.635500990249
100,"('City Hall (1996)', 'Drama|Thriller')"0.736901895119
101,"('Bottle Rocket (1996)', 'Comedy')"0.796435076939
102,"('Mr. Wrong (1996)', 'Comedy')"0.624221327224
103,"('Unforgettable (1996)', 'Thriller')"1.5089421985
104,"('Happy Gilmore (1996)', 'Comedy')"0.998959670127
105,"('Bridges of Madison County, The (1995)', 'Drama|Romance')"0.878679463145
106,"('Nobody Loves Me (Keiner liebt mich) (1994)', 'Comedy|Drama')"0.500895357573
107,"('Muppet Treasure Island (1996)', "Adventure|Children's|Comedy|Musical")"0.959559137821
108,"('Catwalk (1995)', 'Documentary')"1.63875519087
110,"('Braveheart (1995)', 'Action|Drama|War')"0.786229897212
111,"('Taxi Driver (1976)', 'Drama|Thriller')"0.665689684339
112,"('Rumble in the Bronx (1995)', 'Action|Adventure|Crime')"0.827561240854
113,"('Before and After (1996)', 'Drama|Mystery')"0.899028868141
114,"("Margaret's Museum (1995)", 'Drama')"0.587350106692
116,"('Anne Frank Remembered (1995)', 'Documentary')"0.565565194636
117,"("Young Poisoner's Handbook, The (1995)", 'Crime')"0.720797090475
118,"('If Lucy Fell (1996)', 'Comedy|Romance')"0.76704593248
119,"('Steal Big, Steal Little (1995)', 'Comedy')"0.492111083663
121,"('Boys of St. Vincent, The (1993)', 'Drama')"0.505542075648
122,"('Boomerang (1992)', 'Comedy|Romance')"0.831364277405
123,"('Chungking Express (1994)', 'Drama|Mystery|Romance')"0.936085642209
124,"("Star Maker, The (Uomo delle stelle, L') (1995)", 'Drama')"0.612458814832
125,"('Flirting With Disaster (1996)', 'Comedy')"0.785260835127
126,"('NeverEnding Story III, The (1994)', "Adventure|Children's|Fantasy")"0.978614847664
127,"('Silence of the Palace, The (Saimt el Qusur) (1994)', 'Drama')"2.57700150492
128,"("Jupiter's Wife (1994)", 'Documentary')"0.997946995467
129,"('Pie in the Sky (1995)', 'Comedy|Romance')"0.372641505283
131,"('Frankie Starlight (1995)', 'Drama|Romance')"0.300823679336
132,"('Jade (1995)', 'Thriller')"1.02224234115
134,"('Sonic Outlaws (1995)', 'Documentary')"0.420087228898
135,"('Down Periscope (1996)', 'Comedy')"1.01491541265
136,"('From the Journals of Jean Seberg (1995)', 'Documentary')"3.50784801121
137,"('Man of the Year (1995)', 'Documentary')"1.46006579297
138,"('Neon Bible, The (1995)', 'Drama')"2.59409823034
140,"('Up Close and Personal (1996)', 'Drama|Romance')"0.75411785676
141,"('Birdcage, The (1996)', 'Comedy')"0.748512495491
144,"('Brothers McMullen, The (1995)', 'Comedy')"0.757385373384
145,"('Bad Boys (1995)', 'Action')"0.976103532741
146,"('Amazing Panda Adventure, The (1995)', "Adventure|Children's")"1.29691823451
147,"('Basketball Diaries, The (1995)', 'Drama')"0.813968594429
148,"('Awfully Big Adventure, An (1995)', 'Drama')"0.0164547595177
149,"('Amateur (1994)', 'Crime|Drama|Thriller')"0.896237605097
150,"('Apollo 13 (1995)', 'Drama')"0.596217995874
151,"('Rob Roy (1995)', 'Drama|Romance|War')"0.812381349667
152,"('Addiction, The (1995)', 'Horror')"0.677970386136
153,"('Batman Forever (1995)', 'Action|Adventure|Comedy|Crime')"0.884402443032
154,"('Belle de jour (1967)', 'Drama')"0.991532247998
155,"('Beyond Rangoon (1995)', 'Drama|War')"0.795487876917
156,"('Blue in the Face (1995)', 'Comedy')"0.832778532527
157,"('Canadian Bacon (1994)', 'Comedy|War')"1.15495278621
158,"('Casper (1995)', "Adventure|Children's")"0.817498543834
159,"('Clockers (1995)', 'Drama')"0.649400411843
160,"('Congo (1995)', 'Action|Adventure|Mystery|Sci-Fi')"0.863162391309
161,"('Crimson Tide (1995)', 'Drama|Thriller|War')"0.717334372578
162,"('Crumb (1994)', 'Documentary')"0.957758596764
163,"('Desperado (1995)', 'Action|Romance|Thriller')"0.915422432969
164,"('Devil in a Blue Dress (1995)', 'Crime|Film-Noir|Mystery|Thriller')"0.844580789868
165,"('Die Hard: With a Vengeance (1995)', 'Action|Thriller')"0.887312916597
166,"('Doom Generation, The (1995)', 'Comedy|Drama')"1.24314833159
167,"('Feast of July (1995)', 'Drama')"0.347144606667
168,"('First Knight (1995)', 'Action|Adventure|Drama|Romance')"1.03151098289
169,"('Free Willy 2: The Adventure Home (1995)', "Adventure|Children's|Drama")"0.733975412069
170,"('Hackers (1995)', 'Action|Crime|Thriller')"0.949527977783
171,"('Jeffrey (1995)', 'Comedy')"0.960801919788
172,"('Johnny Mnemonic (1995)', 'Action|Sci-Fi|Thriller')"0.934349650933
173,"('Judge Dredd (1995)', 'Action|Adventure|Sci-Fi')"0.89202847784
174,"('Jury Duty (1995)', 'Comedy')"1.15684433839
175,"('Kids (1995)', 'Drama')"0.965821437148
176,"('Living in Oblivion (1995)', 'Comedy')"0.744192630568
177,"('Lord of Illusions (1995)', 'Horror')"0.882738886721
178,"('Love & Human Remains (1993)', 'Comedy')"0.935719015732
179,"('Mad Love (1995)', 'Drama|Romance')"0.981222000266
180,"('Mallrats (1995)', 'Comedy')"0.917661654448
181,"('Mighty Morphin Power Rangers: The Movie (1995)', "Action|Children's")"0.725082801123
182,"('Moonlight and Valentino (1995)', 'Drama|Romance')"1.1455612504
183,"('Mute Witness (1994)', 'Thriller')"0.876360517728
184,"('Nadja (1994)', 'Drama')"1.23054342102
185,"('Net, The (1995)', 'Sci-Fi|Thriller')"0.793043103259
186,"('Nine Months (1995)', 'Comedy')"0.936804485994
187,"('Party Girl (1995)', 'Comedy')"0.86517817369
188,"('Prophecy, The (1995)', 'Horror')"0.913631738441
189,"('Reckless (1995)', 'Comedy')"1.31634861424
190,"('Safe (1995)', 'Thriller')"1.04267342081
191,"('Scarlet Letter, The (1995)', 'Drama')"0.780095091546
193,"('Showgirls (1995)', 'Drama')"0.706543886925
194,"('Smoke (1995)', 'Drama')"0.863668339169
195,"('Something to Talk About (1995)', 'Comedy|Drama|Romance')"0.758908097475
196,"('Species (1995)', 'Horror|Sci-Fi')"0.895108499786
197,"('Stars Fell on Henrietta, The (1995)', 'Drama')"1.02477615205
198,"('Strange Days (1995)', 'Action|Crime|Sci-Fi')"0.864737733352
199,"('Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)', 'Drama|Musical')"0.716324116334
200,"('Tie That Binds, The (1995)', 'Thriller')"1.69836597693
201,"('Three Wishes (1995)', 'Drama')"0.791770968077
202,"('Total Eclipse (1995)', 'Drama|Romance')"1.44164288909
203,"('To Wong Foo, Thanks for Everything! Julie Newmar (1995)', 'Comedy')"0.824335676155
204,"('Under Siege 2: Dark Territory (1995)', 'Action')"1.11850131767
205,"('Unstrung Heroes (1995)', 'Comedy|Drama')"0.7832927575
206,"('Unzipped (1995)', 'Documentary')"0.980943368978
207,"('Walk in the Clouds, A (1995)', 'Drama|Romance')"0.897024848163
208,"('Waterworld (1995)', 'Action|Adventure')"0.999474316746
209,"("White Man's Burden (1995)", 'Drama')"0.961921039405
210,"('Wild Bill (1995)', 'Western')"0.481157634512
211,"('Browning Version, The (1994)', 'Drama')"0.957350055159
212,"('Bushwhacked (1995)', 'Comedy')"0.623362520317
213,"('Burnt By the Sun (Utomlyonnye solntsem) (1994)', 'Drama')"0.721172106044
214,"('Before the Rain (Pred dozhdot) (1994)', 'Drama')"0.665827714074
215,"('Before Sunrise (1995)', 'Drama|Romance')"0.77802310684
216,"('Billy Madison (1995)', 'Comedy')"1.10056818644
217,"('Babysitter, The (1995)', 'Drama|Thriller')"0.99532952486
218,"('Boys on the Side (1995)', 'Comedy|Drama')"0.813174393065
219,"('Cure, The (1995)', 'Drama')"0.698964776232
220,"('Castle Freak (1995)', 'Horror')"0.541000475793
222,"('Circle of Friends (1995)', 'Drama|Romance')"0.718724063155
223,"('Clerks (1994)', 'Comedy')"0.845125545341
224,"('Don Juan DeMarco (1995)', 'Comedy|Drama|Romance')"0.790735014331
225,"('Disclosure (1994)', 'Drama|Thriller')"0.797305295539
227,"('Drop Zone (1994)', 'Action')"0.811621129905
228,"('Destiny Turns on the Radio (1995)', 'Comedy')"1.29060694815
229,"('Death and the Maiden (1994)', 'Drama|Thriller')"0.805758677565
230,"('Dolores Claiborne (1994)', 'Drama|Thriller')"0.661614061188
231,"('Dumb & Dumber (1994)', 'Comedy')"1.16923465807
232,"('Eat Drink Man Woman (1994)', 'Comedy|Drama')"0.577867105382
233,"('Exotica (1994)', 'Drama')"0.924834275509
234,"('Exit to Eden (1994)', 'Comedy')"1.05476828175
235,"('Ed Wood (1994)', 'Comedy|Drama')"0.856508007449
236,"('French Kiss (1995)', 'Comedy|Romance')"0.882322632386
237,"('Forget Paris (1995)', 'Comedy|Romance')"0.897501328094
238,"('Far From Home: The Adventures of Yellow Dog (1995)', "Adventure|Children's")"0.988498548932
239,"('Goofy Movie, A (1995)', "Animation|Children's|Comedy|Romance")"0.784534171072
240,"('Hideaway (1995)', 'Thriller')"1.05196474831
241,"('Fluke (1995)', "Children's|Drama")"0.598329463876
242,"('Farinelli: il castrato (1994)', 'Drama|Musical')"0.909846658223
243,"('Gordy (1995)', 'Comedy')"1.475007116
244,"('Gumby: The Movie (1995)', "Animation|Children's")"0.998479008373
246,"('Hoop Dreams (1994)', 'Documentary')"0.65782451201
247,"('Heavenly Creatures (1994)', 'Drama|Fantasy|Romance|Thriller')"0.72167114849
248,"('Houseguest (1994)', 'Comedy')"0.942113745801
249,"('Immortal Beloved (1994)', 'Drama|Romance')"0.885641997164
250,"('Heavyweights (1994)', "Children's|Comedy")"0.749428704733
251,"('Hunted, The (1995)', 'Action')"0.996015178001
252,"('I.Q. (1994)', 'Comedy|Romance')"0.858270461213
253,"('Interview with the Vampire (1994)', 'Drama|Horror')"0.915879282636
254,"('Jefferson in Paris (1995)', 'Drama')"0.492207585971
255,"('Jerky Boys, The (1994)', 'Comedy')"0.97299839349
256,"('Junior (1994)', 'Comedy|Sci-Fi')"0.865941417225
257,"('Just Cause (1995)', 'Mystery|Thriller')"0.850880279852
258,"("Kid in King Arthur's Court, A (1995)", "Adventure|Children's|Comedy|Fantasy|Romance")"1.00042405347
259,"('Kiss of Death (1995)', 'Crime|Drama|Thriller')"0.691106886361
260,"('Star Wars: Episode IV - A New Hope (1977)', 'Action|Adventure|Fantasy|Sci-Fi')"0.684635758735
261,"('Little Women (1994)', 'Drama')"0.728482654864
262,"('Little Princess, A (1995)', "Children's|Drama")"0.740574385805
263,"('Ladybird Ladybird (1994)', 'Drama')"0.842176342062
264,"("Enfer, L' (1994)", 'Drama')"0.321034051651
265,"('Like Water for Chocolate (Como agua para chocolate) (1992)', 'Drama|Romance')"0.784840112431
266,"('Legends of the Fall (1994)', 'Drama|Romance|War|Western')"0.895501035483
267,"('Major Payne (1994)', 'Comedy')"1.19743992354
268,"('Little Odessa (1994)', 'Drama')"0.497800825943
269,"('My Crazy Life (Mi vida loca) (1993)', 'Drama')"0.559343429222
270,"('Love Affair (1994)', 'Drama|Romance')"0.701494702636
271,"('Losing Isaiah (1995)', 'Drama')"1.12727212171
272,"('Madness of King George, The (1994)', 'Drama')"0.804760752913
273,"("Mary Shelley's Frankenstein (1994)", 'Drama|Horror')"0.879735835191
274,"('Man of the House (1995)', 'Comedy')"0.729149458483
275,"('Mixed Nuts (1994)', 'Comedy')"0.952661249791
276,"('Milk Money (1994)', 'Comedy|Romance')"0.731714467638
277,"('Miracle on 34th Street (1994)', 'Drama')"0.88287217929
278,"('Miami Rhapsody (1995)', 'Comedy')"0.58412875787
279,"('My Family (1995)', 'Drama')"0.495409124557
280,"('Murder in the First (1995)', 'Drama|Thriller')"0.69469743531
281,"("Nobody's Fool (1994)", 'Drama')"0.669748784305
282,"('Nell (1994)', 'Drama')"0.688340385383
283,"('New Jersey Drive (1995)', 'Crime|Drama')"1.26735022021
286,"('Nemesis 2: Nebula (1995)', 'Action|Sci-Fi|Thriller')"0.571205703289
288,"('Natural Born Killers (1994)', 'Action|Thriller')"1.09676992876
289,"('Only You (1994)', 'Comedy|Romance')"0.904687493124
290,"('Once Were Warriors (1994)', 'Crime|Drama')"0.814133094989
291,"('Poison Ivy II (1995)', 'Thriller')"0.805875351703
292,"('Outbreak (1995)', 'Action|Drama|Thriller')"0.672698466695
293,"('Professional, The (a.k.a. Leon: The Professional) (1994)', 'Crime|Drama|Romance|Thriller')"0.613233965316
294,"('Perez Family, The (1995)', 'Comedy|Romance')"0.753044655128
295,"("Pyromaniac's Love Story, A (1995)", 'Comedy|Romance')"0.449273925203
296,"('Pulp Fiction (1994)', 'Crime|Drama')"0.8054968007
297,"('Panther (1995)', 'Drama')"1.2634531619
298,"('Pushing Hands (1992)', 'Comedy')"0.767938873453
299,"('Priest (1994)', 'Drama')"0.810104575181
300,"('Quiz Show (1994)', 'Drama')"0.601052181178
301,"('Picture Bride (1995)', 'Drama|Romance')"0.670296752885
302,"('Queen Margot (La Reine Margot) (1994)', 'Drama|Romance')"0.697164444721
303,"('Quick and the Dead, The (1995)', 'Action|Adventure|Western')"0.741104298402
304,"('Roommates (1995)', 'Comedy|Drama')"1.22256108356
305,"('Ready to Wear (Pret-A-Porter) (1994)', 'Comedy')"0.92186359905
306,"('Three Colors: Red (1994)', 'Drama')"0.710453735108
307,"('Three Colors: Blue (1993)', 'Drama')"0.610481480644
308,"('Three Colors: White (1994)', 'Drama')"0.830743747397
309,"('Red Firecracker, Green Firecracker (1994)', 'Drama')"1.09362919403
310,"('Rent-a-Kid (1995)', 'Comedy')"1.50733592845
312,"('Stuart Saves His Family (1995)', 'Comedy')"1.00350948422
313,"('Swan Princess, The (1994)', "Animation|Children's")"0.86986983554
314,"('Secret of Roan Inish, The (1994)', 'Drama')"0.755159571379
315,"('Specialist, The (1994)', 'Action')"1.250751143
316,"('Stargate (1994)', 'Action|Adventure|Sci-Fi')"0.916014139368
317,"('Santa Clause, The (1994)', "Children's|Comedy|Fantasy")"0.851457012335
318,"('Shawshank Redemption, The (1994)', 'Drama')"0.590887086331
319,"('Shallow Grave (1994)', 'Thriller')"0.757326024399
320,"('Suture (1993)', 'Film-Noir|Thriller')"0.952741755875
321,"('Strawberry and Chocolate (Fresa y chocolate) (1993)', 'Drama')"0.859506236154
322,"('Swimming with Sharks (1995)', 'Comedy|Drama')"0.871265889904
324,"('Sum of Us, The (1994)', 'Comedy')"0.856661137289
325,"("National Lampoon's Senior Trip (1995)", 'Comedy')"1.4027373018
326,"('To Live (Huozhe) (1994)', 'Drama')"0.752112866124
327,"('Tank Girl (1995)', 'Action|Comedy|Musical|Sci-Fi')"1.07272808824
328,"('Tales From the Crypt Presents: Demon Knight (1995)', 'Horror')"1.02064794599
329,"('Star Trek: Generations (1994)', 'Action|Adventure|Sci-Fi')"0.79608580103
330,"('Tales from the Hood (1995)', 'Comedy|Horror')"1.00006597434
331,"('Tom & Viv (1994)', 'Drama')"0.746772890895
332,"('Village of the Damned (1995)', 'Horror|Sci-Fi')"1.05124625549
333,"('Tommy Boy (1995)', 'Comedy')"0.981610323243
334,"('Vanya on 42nd Street (1994)', 'Drama')"0.930323852826
335,"('Underneath, The (1995)', 'Mystery|Thriller')"0.903010373999
336,"('Walking Dead, The (1995)', 'Drama|War')"1.50367300482
337,"("What's Eating Gilbert Grape (1993)", 'Drama')"0.656380358508
338,"('Virtuosity (1995)', 'Sci-Fi|Thriller')"0.70987426497
339,"('While You Were Sleeping (1995)', 'Comedy|Romance')"0.817463515461
340,"('War, The (1994)', 'Adventure|Drama')"0.722209924495
341,"('Double Happiness (1994)', 'Drama')"0.722181626556
342,"("Muriel's Wedding (1994)", 'Comedy|Romance')"0.67401014413
343,"('Baby-Sitters Club, The (1995)', "Children's")"0.987305455611
344,"('Ace Ventura: Pet Detective (1994)', 'Comedy')"1.01437273936
345,"('Adventures of Priscilla, Queen of the Desert, The (1994)', 'Comedy|Drama')"0.884911734369
346,"('Backbeat (1993)', 'Drama|Musical')"0.804030599958
347,"('Bitter Moon (1992)', 'Drama')"1.16007761203
348,"('Bullets Over Broadway (1994)', 'Comedy')"0.761366918634
349,"('Clear and Present Danger (1994)', 'Action|Adventure|Thriller')"0.729279152409
350,"('Client, The (1994)', 'Drama|Mystery|Thriller')"0.713866954277
351,"('Corrina, Corrina (1994)', 'Comedy|Drama|Romance')"0.688791633991
352,"('Crooklyn (1994)', 'Comedy')"0.757891581163
353,"('Crow, The (1994)', 'Action|Romance|Thriller')"0.947828987271
354,"('Cobb (1994)', 'Drama')"0.78279330668
355,"('Flintstones, The (1994)', "Children's|Comedy")"0.926413710156
356,"('Forrest Gump (1994)', 'Comedy|Romance|War')"0.825478525358
357,"('Four Weddings and a Funeral (1994)', 'Comedy|Romance')"0.757054932465
358,"('Higher Learning (1995)', 'Drama')"0.99769119459
359,"('I Like It Like That (1994)', 'Comedy|Drama|Romance')"1.09975367497
360,"('I Love Trouble (1994)', 'Action|Comedy')"0.864479119108
361,"('It Could Happen to You (1994)', 'Drama|Romance')"0.73762616934
362,"('Jungle Book, The (1994)', "Adventure|Children's|Romance")"0.864640370881
363,"('Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)', 'Documentary')"0.651273859875
364,"('Lion King, The (1994)', "Animation|Children's|Musical")"0.719373956472
365,"('Little Buddha (1993)', 'Drama')"0.876977246173
366,"("Wes Craven's New Nightmare (1994)", 'Horror')"1.04594140714
367,"('Mask, The (1994)', 'Comedy|Crime|Fantasy')"0.880582030973
368,"('Maverick (1994)', 'Action|Comedy|Western')"0.838500963194
369,"('Mrs. Parker and the Vicious Circle (1994)', 'Drama')"0.665255460553
370,"('Naked Gun 33 1/3: The Final Insult (1994)', 'Comedy')"0.676856661227
371,"('Paper, The (1994)', 'Comedy|Drama')"0.794429349665
372,"('Reality Bites (1994)', 'Comedy|Drama')"0.712421779091
373,"('Red Rock West (1992)', 'Thriller')"0.529274598239
374,"('Richie Rich (1994)', "Children's|Comedy")"0.781803646404
375,"('Safe Passage (1994)', 'Drama')"1.00150576576
376,"('River Wild, The (1994)', 'Action|Thriller')"0.635728189289
377,"('Speed (1994)', 'Action|Romance|Thriller')"0.840383741124
378,"('Speechless (1994)', 'Comedy|Romance')"0.757001525665
379,"('Timecop (1994)', 'Action|Sci-Fi')"0.8966285599
380,"('True Lies (1994)', 'Action|Adventure|Comedy|Romance')"0.78483266301
381,"('When a Man Loves a Woman (1994)', 'Drama')"0.850896426955
382,"('Wolf (1994)', 'Drama|Horror')"0.871592812953
383,"('Wyatt Earp (1994)', 'Western')"0.734135739495
384,"('Bad Company (1995)', 'Action')"1.00862335672
385,"('Man of No Importance, A (1994)', 'Drama')"0.521324244143
386,"('S.F.W. (1994)', 'Drama')"1.20434518353
387,"('Low Down Dirty Shame, A (1994)', 'Action|Comedy')"0.921086960883
388,"('Boys Life (1995)', 'Drama')"0.714775515456
389,"('Colonel Chabert, Le (1994)', 'Drama|Romance|War')"0.878162751092
390,"('Faster Pussycat! Kill! Kill! (1965)', 'Action|Comedy|Drama')"0.802716233276
391,"("Jason's Lyric (1994)", 'Crime|Drama')"1.08387008159
392,"('Secret Adventures of Tom Thumb, The (1993)', "Adventure|Children's")"1.55349254233
393,"('Street Fighter (1994)', 'Action')"0.948192757069
394,"('Coldblooded (1995)', 'Action')"0.273340256711
404,"('Brother Minister: The Assassination of Malcolm X (1994)', 'Documentary')"0.750200336689
405,"('Highlander III: The Sorcerer (1994)', 'Action|Sci-Fi')"0.861086042431
406,"('Federal Hill (1994)', 'Drama')"2.01402283213
407,"('In the Mouth of Madness (1995)', 'Horror|Thriller')"0.944401519142
408,"('8 Seconds (1994)', 'Drama')"0.825138180275
409,"('Above the Rim (1994)', 'Drama')"0.524593476423
410,"('Addams Family Values (1993)', 'Comedy')"0.699458109555
411,"('You So Crazy (1994)', 'Comedy')"0.07091351334
412,"('Age of Innocence, The (1993)', 'Drama')"0.798637445901
413,"('Airheads (1994)', 'Comedy')"0.840235795997
414,"('Air Up There, The (1994)', 'Comedy')"0.855630397867
415,"('Another Stakeout (1993)', 'Comedy|Thriller')"0.642197037297
416,"('Bad Girls (1994)', 'Western')"1.01950515083
417,"('Barcelona (1994)', 'Comedy|Romance')"0.80371722639
418,"('Being Human (1993)', 'Drama')"0.911321980775
419,"('Beverly Hillbillies, The (1993)', 'Comedy')"0.866481027138
420,"('Beverly Hills Cop III (1994)', 'Action|Comedy')"0.918481181095
421,"('Black Beauty (1994)', "Adventure|Children's")"0.907725884272
422,"('Blink (1994)', 'Thriller')"0.910200159908
423,"('Blown Away (1994)', 'Action|Thriller')"0.758104315784
424,"('Blue Chips (1994)', 'Drama')"0.688625757911
425,"('Blue Sky (1994)', 'Drama|Romance')"0.891725187165
426,"('Body Snatchers (1993)', 'Horror|Sci-Fi|Thriller')"0.898332047147
427,"('Boxing Helena (1993)', 'Mystery|Romance|Thriller')"1.0365077257
428,"('Bronx Tale, A (1993)', 'Drama')"0.824717893197
429,"('Cabin Boy (1994)', 'Comedy')"1.19991313355
430,"('Calendar Girl (1993)', 'Drama')"0.997247741485
431,"("Carlito's Way (1993)", 'Crime|Drama')"0.72224219395
